temperature	df/dt	Sample	genotype
73.47389432	4.079655531	A9	S5
73.53385519	3.960516267	A9	S5
73.59381605	3.835118502	A9	S5
73.65377691	3.696766785	A9	S5
73.71373777	3.546229202	A9	S5
73.77369863	3.385394635	A9	S5
73.83365949	3.221852332	A9	S5
73.89362035	3.062362208	A9	S5
73.95358121	2.908270944	A9	S5
74.01354207	2.760488335	A9	S5
74.07350294	2.615199153	A9	S5
74.1334638	2.466929731	A9	S5
74.19342466	2.318634424	A9	S5
74.25338552	2.178739042	A9	S5
74.31334638	2.052261135	A9	S5
74.37330724	1.93804015	A9	S5
74.4332681	1.83704622	A9	S5
74.49322896	1.746953763	A9	S5
74.55318982	1.657743832	A9	S5
74.61315068	1.565316334	A9	S5
74.67311155	1.471968814	A9	S5
74.73307241	1.3776338	A9	S5
74.79303327	1.282511159	A9	S5
74.85299413	1.187941998	A9	S5
74.91295499	1.096598354	A9	S5
74.97291585	1.01263288	A9	S5
75.03287671	0.940143339	A9	S5
75.09283757	0.880225758	A9	S5
75.15279843	0.831066189	A9	S5
75.2127593	0.790949206	A9	S5
75.27272016	0.756570566	A9	S5
75.33268102	0.723740576	A9	S5
75.39264188	0.690874598	A9	S5
75.45260274	0.658095488	A9	S5
75.5125636	0.625895974	A9	S5
75.57252446	0.59465703	A9	S5
75.63248532	0.564667451	A9	S5
75.69244618	0.53593866	A9	S5
75.75240705	0.507853464	A9	S5
75.81236791	0.4796835	A9	S5
75.87232877	0.451116914	A9	S5
75.93228963	0.423449194	A9	S5
75.99225049	0.398248279	A9	S5
76.05221135	0.37603657	A9	S5
76.11217221	0.357619654	A9	S5
76.17213307	0.342682629	A9	S5
76.23209393	0.329663208	A9	S5
76.29205479	0.317078836	A9	S5
76.35201566	0.304567016	A9	S5
76.41197652	0.292397043	A9	S5
76.47193738	0.280849995	A9	S5
76.53189824	0.270751649	A9	S5
76.5918591	0.262129731	A9	S5
76.65181996	0.254506415	A9	S5
76.71178082	0.247635597	A9	S5
76.77174168	0.240059444	A9	S5
76.83170254	0.23090976	A9	S5
76.89166341	0.221472137	A9	S5
76.95162427	0.213743105	A9	S5
77.01158513	0.208843787	A9	S5
77.07154599	0.205571203	A9	S5
77.13150685	0.202120321	A9	S5
77.19146771	0.198158034	A9	S5
77.25142857	0.194122125	A9	S5
77.31138943	0.189965735	A9	S5
77.37135029	0.185183843	A9	S5
77.43131115	0.18027261	A9	S5
77.49127202	0.176244489	A9	S5
77.55123288	0.173360623	A9	S5
77.61119374	0.171996781	A9	S5
77.6711546	0.172666422	A9	S5
77.73111546	0.173739189	A9	S5
77.79107632	0.172699621	A9	S5
77.85103718	0.168921064	A9	S5
77.91099804	0.163542253	A9	S5
77.9709589	0.158198975	A9	S5
78.03091977	0.153890506	A9	S5
78.09088063	0.150028043	A9	S5
78.15084149	0.145348439	A9	S5
78.21080235	0.140591902	A9	S5
78.27076321	0.13780761	A9	S5
78.33072407	0.138408235	A9	S5
78.39068493	0.141170619	A9	S5
78.45064579	0.144016815	A9	S5
78.51060665	0.146299509	A9	S5
78.57056751	0.147239285	A9	S5
78.63052838	0.146774645	A9	S5
78.69048924	0.145370885	A9	S5
78.7504501	0.142595807	A9	S5
